time,pres_1,temp_1,pres_2,temp_2
-30.0,88.184,21.32,28.271,21.32
-29.9,88.184,21.32,28.271,21.32
-29.8,88.184,21.32,28.248,21.32
-29.7,88.184,21.32,28.271,21.32
-29.6,88.184,21.32,28.248,21.32
-29.5,88.184,21.32,28.248,21.32
-29.4,88.160,21.32,28.295,21.32
-29.3,88.184,21.32,28.248,21.32
-29.2,88.160,21.32,28.271,21.32
-29.1,88.184,21.32,28.271,21.32
-29.0,88.184,21.32,28.271,21.32
-28.9,88.184,21.32,28.271,21.32
-28.8,88.184,21.32,28.271,21.32
-28.7,88.184,21.32,28.271,21.32
-28.6,88.184,21.32,28.271,21.32
-28.5,88.184,21.32,28.271,21.32
-28.4,88.184,21.32,28.271,21.32
-28.3,88.184,21.32,28.271,21.32
-28.2,88.184,21.32,28.271,21.32
-28.1,88.136,21.32,28.271,21.32
-28.0,88.160,21.32,28.271,21.32
-27.9,88.184,21.32,28.271,21.32
-27.8,88.184,21.32,28.271,21.32
-27.7,88.184,21.32,28.271,21.32
-27.6,88.184,21.32,28.248,21.32
-27.5,88.184,21.32,28.271,21.32
-27.4,88.184,21.32,28.271,21.32
-27.3,88.184,21.32,28.271,21.32
-27.2,88.160,21.32,28.271,21.32
-27.1,88.184,21.32,28.271,21.32
-27.0,88.184,21.32,28.271,21.32
-26.9,88.184,21.32,28.248,21.32
-26.8,88.184,21.32,28.271,21.32
-26.7,88.160,21.32,28.271,21.32
-26.6,88.136,21.32,28.271,21.32
-26.5,88.160,21.32,28.271,21.32
-26.4,88.184,21.32,28.271,21.32
-26.3,88.184,21.32,28.295,21.32
-26.2,88.184,21.32,28.271,21.32
-26.1,88.184,21.32,28.271,21.32
-26.0,88.184,21.32,28.271,21.32
-25.9,88.184,21.32,28.271,21.32
-25.8,88.184,21.32,28.271,21.32
-25.7,88.184,21.32,28.271,21.32
-25.6,88.160,21.32,28.271,21.32
-25.5,88.184,21.32,28.271,21.32
-25.4,88.160,21.32,28.271,21.32
-25.3,88.184,21.32,28.271,21.32
-25.2,88.160,21.32,28.271,21.32
